DeviceTimeStamp,Primary_VL1,Primary_VL2,Primary_VL3,Primary_IL1,Primary_IL2,Primary_IL3,Secondary_VL1,Secondary_VL2,Secondary_VL3,Secondary_IL1,Secondary_IL2,Secondary_IL3,Oil_Temperature,Power_factor,High_Voltage_Winding_Resistance_1,High_Voltage_Winding_Resistance_2,High_Voltage_Winding_Resistance_3,Low_Voltage_Winding_Resistance_1,Low_Voltage_Winding_Resistance_2,Low_Voltage_Winding_Resistance_3,Total_copper_loss,Total_iron_loss,Frequency,Fault
17-07-2022 23:50,10.9,10.923,10.94,39.0,38.5,40.1,0.433,0.45,0.44,976.56,958.65,998.49,79.0,0.76,1.99,1.99,2.01,0.03,0.014,0.01,16898.25767,16500.0,50.0,0.0
18-07-2022 00:00,10.99,10.94,10.91,40.7,39.0,39.2,0.46,0.44,0.46,1019.128,971.1,976.08,79.0,0.76,2.01,1.97,1.992,0.01,0.03,0.014,16025.94733,15000.0,50.0,0.0
18-07-2022 00:10,10.85,11.0,11.0,38.0,40.7,38.5,0.44,0.43,0.42,951.52,1013.43,958.65,79.0,0.76,1.992,2.0,2.01,0.014,0.02,0.03,14137.92721,15500.0,50.0,0.0
18-07-2022 00:20,10.9,10.92,10.9,37.5,38.0,39.0,0.45,0.42,0.41,939.0,946.2,971.1,79.0,0.76,1.978,1.997,1.99,0.03,0.024,0.02,18883.37969,14000.0,50.0,0.0
18-07-2022 00:30,11.0,10.96,10.923,38.3,37.5,40.7,0.45,0.433,0.4,959.032,933.75,1013.43,79.0,0.76,2.01,1.996,1.97,0.02,0.03,0.024,17864.81698,13000.0,50.0,0.0
18-07-2022 00:40,10.9,10.8,10.94,38.5,38.3,38.0,0.44,0.45,0.39,964.04,953.67,946.2,79.0,0.76,1.99,1.987,2.0,0.024,0.02,0.03,16425.15274,12000.0,50.0,0.0
18-07-2022 00:50,10.94,10.84,11.0,37.6,38.5,37.5,0.43,0.43,0.38,941.504,958.65,933.75,79.0,0.76,1.987,1.997,1.997,0.03,0.01,0.02,14793.04744,13500.0,50.0,0.0
18-07-2022 01:00,10.91,10.83,10.92,38.2,37.6,38.3,0.42,0.44,0.433,956.528,936.24,953.67,79.0,0.76,2.0,1.991,1.996,0.02,0.03,0.01,17755.33391,14000.0,50.0,0.0
18-07-2022 01:10,11.0,10.82,10.96,39.2,38.2,38.5,0.433,0.45,0.46,981.568,951.18,958.65,79.0,0.76,2.01,2.0,1.987,0.01,0.02,0.03,12236.91396,15000.0,50.0,0.0
18-07-2022 01:20,10.9,11.14,10.8,36.9,39.2,37.6,0.45,0.46,0.44,923.976,976.08,936.24,79.0,0.76,1.96,2.01,1.997,0.03,0.01,0.02,14579.55888,16000.0,50.0,0.0
18-07-2022 01:30,10.923,11.05,10.84,39.2,36.9,38.2,0.43,0.45,0.45,981.568,918.81,951.18,79.0,0.76,2.02,2.01,1.991,0.02,0.03,0.01,17783.85893,17000.0,50.0,0.0
18-07-2022 01:40,10.94,10.93,10.83,38.4,39.2,39.2,0.44,0.44,0.45,961.536,976.08,976.08,79.0,0.79,2.03,1.992,2.0,0.01,0.02,0.03,12485.68807,16500.0,50.0,0.0
18-07-2022 01:50,11.0,10.99,10.82,38.7,38.4,36.9,0.45,0.433,0.44,969.048,956.16,918.81,79.0,0.79,2.01,2.01,2.01,0.03,0.02,0.02,18395.29817,15000.0,50.0,0.0
18-07-2022 02:00,10.92,11.195,11.14,42.0,38.7,39.2,0.46,0.46,0.43,1051.68,963.63,976.08,79.0,0.79,1.98,1.99,2.01,0.02,0.04,0.02,22948.40621,15500.0,50.0,0.0
18-07-2022 02:10,10.96,10.96,11.05,41.5,42.0,38.4,0.45,0.44,0.42,1039.16,1045.8,956.16,79.0,0.79,2.01,2.01,1.992,0.02,0.01,0.04,14172.32631,14000.0,50.0,0.0
18-07-2022 02:20,10.8,11.0,10.93,43.0,41.5,38.7,0.44,0.45,0.433,1076.72,1033.35,963.63,79.0,0.79,1.996,1.992,2.01,0.04,0.02,0.01,25956.86733,13000.0,50.0,0.0
18-07-2022 02:30,10.84,10.9,10.99,43.5,43.0,42.0,0.433,0.45,0.45,1089.24,1070.7,1045.8,79.0,0.79,2.045,1.978,1.99,0.01,0.01,0.02,11462.22398,12000.0,50.0,0.0
18-07-2022 02:40,10.83,10.923,11.195,41.0,43.5,41.5,0.46,0.44,0.43,1026.64,1083.15,1033.35,79.0,0.79,2.01,2.01,2.01,0.02,0.013,0.01,15661.95443,13500.0,50.0,0.0
18-07-2022 02:50,10.82,10.94,10.96,39.0,41.0,43.0,0.44,0.43,0.44,976.56,1020.9,1070.7,79.0,0.79,1.99,1.99,1.992,0.01,0.01,0.013,10009.38985,14000.0,50.0,0.0
18-07-2022 03:00,11.14,11.0,11.0,40.0,39.0,43.5,0.45,0.42,0.45,1001.6,971.1,1083.15,79.0,0.79,1.97,1.987,1.978,0.013,0.012,0.01,11428.6616,15000.0,50.0,0.0
18-07-2022 03:10,11.05,10.92,10.9,42.5,40.0,41.0,0.45,0.433,0.46,1064.2,996.0,1020.9,79.0,0.79,2.0,2.0,2.01,0.01,0.016,0.012,12467.01107,16000.0,50.0,0.0
18-07-2022 03:20,10.93,10.96,10.923,39.7,42.5,39.0,0.44,0.45,0.45,994.088,1058.25,971.1,79.0,0.79,1.97,2.01,1.99,0.012,0.014,0.016,12438.2739,17000.0,50.0,0.0
18-07-2022 03:30,10.99,10.8,10.94,39.8,39.7,40.0,0.43,0.43,0.44,996.592,988.53,996.0,79.0,0.79,1.986,1.96,1.987,0.016,0.02,0.014,14954.38163,16500.0,50.0,0.0
18-07-2022 03:40,11.195,10.84,11.0,39.5,39.8,42.5,0.42,0.44,0.433,989.08,991.02,1058.25,79.0,0.79,1.97,2.02,2.0,0.014,0.01,0.02,11141.41138,15000.0,50.0,0.0
18-07-2022 03:50,10.96,10.83,10.92,39.4,39.5,39.7,0.433,0.45,0.46,986.576,983.55,988.53,79.0,0.79,1.997,2.03,2.01,0.02,0.03,0.01,19310.98626,15500.0,50.0,0.0
18-07-2022 04:00,11.0,10.82,10.96,38.5,39.4,39.8,0.45,0.46,0.44,964.04,981.06,991.02,79.0,0.79,1.998,2.01,1.96,0.01,0.02,0.03,12586.51126,14000.0,50.0,0.0
18-07-2022 04:10,10.9,11.0,10.8,39.0,38.5,39.5,0.43,0.45,0.45,976.56,958.65,983.55,79.0,0.79,2.0,1.98,2.02,0.03,0.01,0.02,15649.47074,13000.0,50.0,0.0
18-07-2022 04:20,10.923,11.153,10.84,41.0,39.0,39.4,0.44,0.44,0.45,1026.64,971.1,981.06,79.0,0.79,2.01,2.01,2.03,0.02,0.03,0.01,19655.9905,12000.0,50.0,0.0
18-07-2022 04:30,10.94,11.1,10.83,41.0,41.0,38.5,0.45,0.45,0.44,1026.64,1020.9,958.65,79.0,0.79,2.012,1.996,2.01,0.01,0.02,0.03,13710.05437,13500.0,50.0,0.0
18-07-2022 04:40,11.0,11.156,10.82,40.0,41.0,39.0,0.46,0.44,0.43,1001.6,1020.9,971.1,79.0,0.79,2.0,2.045,1.98,0.03,0.02,0.02,20203.15333,14000.0,50.0,0.0
18-07-2022 04:50,10.92,11.05,11.0,42.0,40.0,41.0,0.45,0.43,0.42,1051.68,996.0,1020.9,79.0,0.79,2.01,2.01,2.01,0.02,0.04,0.02,23987.37482,15000.0,50.0,0.0
18-07-2022 05:00,10.96,11.2,11.153,42.5,42.0,41.0,0.44,0.42,0.433,1064.2,1045.8,1020.9,79.0,0.79,1.99,1.99,1.996,0.02,0.01,0.04,14696.10623,16000.0,50.0,0.0
18-07-2022 05:10,10.8,11.0,11.1,41.0,42.5,40.0,0.45,0.42,0.45,1026.64,1058.25,996.0,79.0,0.79,1.987,1.97,2.045,0.04,0.02,0.01,24912.62278,17000.0,50.0,0.0
18-07-2022 05:20,10.84,10.95,11.156,39.5,41.0,42.0,0.44,0.42,0.43,989.08,1020.9,1045.8,79.0,0.79,2.0,2.0,2.01,0.01,0.01,0.02,10084.73885,16500.0,50.0,0.0
18-07-2022 05:30,10.83,10.89,11.05,40.5,39.5,42.5,0.43,0.46,0.44,1014.12,983.55,1058.25,79.0,0.79,2.0,1.97,1.99,0.02,0.013,0.01,14367.93927,14000.0,50.0,0.0
18-07-2022 05:40,10.82,11.03,11.2,41.5,40.5,41.0,0.42,0.433,0.45,1039.16,1008.45,1020.9,79.0,0.79,1.96,1.986,1.97,0.01,0.01,0.013,10308.74576,15500.0,50.0,0.0
18-07-2022 05:50,11.0,11.01,11.0,39.6,41.5,39.5,0.42,0.46,0.46,991.584,1033.35,983.55,79.0,0.79,2.03,1.97,2.0,0.013,0.02,0.01,14614.96068,14000.0,50.0,0.0
18-07-2022 06:00,11.153,10.9,10.95,40.2,39.6,40.5,0.42,0.44,0.45,1006.608,986.04,1008.45,79.0,0.79,2.01,1.997,1.97,0.01,0.03,0.02,16310.72017,13000.0,50.0,0.0
18-07-2022 06:10,11.1,11.02,10.89,40.1,40.2,41.5,0.46,0.45,0.44,1004.104,1000.98,1033.35,79.0,0.79,1.98,1.998,1.986,0.02,0.01,0.03,13349.40106,12000.0,50.0,0.0
18-07-2022 06:20,11.156,11.17,11.03,39.2,40.1,39.6,0.433,0.45,0.45,981.568,998.49,986.04,79.0,0.79,2.01,2.0,1.97,0.03,0.014,0.01,17421.94203,13500.0,50.0,0.0
18-07-2022 06:30,11.05,11.12,11.01,38.5,39.2,40.2,0.46,0.44,0.44,964.04,976.08,1000.98,79.0,0.79,1.98,2.01,1.997,0.01,0.03,0.014,15713.48107,14000.0,50.0,0.0
18-07-2022 06:40,11.2,11.0,10.9,39.0,38.5,40.1,0.44,0.43,0.43,976.56,954.8,994.48,79.0,0.79,1.99,2.012,1.998,0.014,0.02,0.03,13611.98275,15000.0,50.0,0.0
18-07-2022 06:50,11.0,11.1,11.02,40.7,39.0,39.2,0.45,0.42,0.42,1019.128,967.2,972.16,79.0,0.79,2.01,2.0,2.0,0.03,0.024,0.02,21024.78156,16000.0,50.0,0.0
18-07-2022 07:00,10.95,10.9,11.17,38.0,40.7,38.5,0.45,0.433,0.42,951.52,1009.36,954.8,79.0,0.79,1.99,2.01,2.01,0.02,0.03,0.024,19292.45903,17000.0,50.0,0.0
18-07-2022 07:10,10.89,10.9,11.12,37.5,38.0,39.0,0.44,0.45,0.42,939.0,942.4,967.2,79.0,0.79,2.0,1.99,2.012,0.024,0.01,0.03,12939.26987,16500.0,50.0,0.0
18-07-2022 07:20,11.03,10.9,11.0,38.3,37.5,40.7,0.43,0.43,0.46,959.032,930.0,1009.36,79.0,0.79,2.03,1.987,2.0,0.03,0.014,0.01,16265.31679,15000.0,50.0,0.0
18-07-2022 07:30,11.01,10.9,11.1,38.5,38.3,38.0,0.42,0.44,0.433,964.04,949.84,942.4,79.0,0.79,2.03,2.0,2.01,0.01,0.03,0.014,15072.66436,15500.0,50.0,0.0
18-07-2022 07:40,10.9,11.0,10.9,37.6,38.5,37.5,0.433,0.45,0.46,941.504,954.8,930.0,79.0,0.79,2.01,2.0,1.99,0.014,0.02,0.03,13091.79095,14000.0,50.0,0.0
18-07-2022 07:50,11.02,10.9,10.9,38.2,37.6,38.3,0.45,0.46,0.44,956.528,932.48,949.84,79.0,0.79,1.98,1.96,1.987,0.03,0.024,0.02,18970.26709,13000.0,50.0,0.0
18-07-2022 08:00,11.17,10.923,10.9,39.2,38.2,38.5,0.43,0.45,0.45,981.568,947.36,954.8,79.0,0.79,2.01,2.03,2.0,0.02,0.03,0.024,18410.85422,12000.0,50.0,0.0
18-07-2022 08:10,11.12,10.94,10.9,36.9,39.2,37.6,0.44,0.44,0.45,923.976,972.16,932.48,79.0,0.79,1.98,2.01,2.0,0.024,0.01,0.03,12860.21294,13500.0,50.0,0.0
18-07-2022 08:20,11.0,11.0,11.0,39.2,36.9,38.2,0.45,0.433,0.44,981.568,915.12,947.36,79.0,0.79,1.987,1.98,1.96,0.03,0.023,0.01,18928.12459,14000.0,50.0,0.0
18-07-2022 08:30,11.1,10.92,10.9,38.4,36.0,39.2,0.46,0.46,0.43,961.536,892.8,972.16,79.0,0.79,2.01,2.01,2.03,0.01,0.03,0.023,13956.27816,15000.0,50.0,0.0
18-07-2022 08:40,10.9,10.96,10.923,38.7,39.5,36.9,0.45,0.44,0.42,969.048,979.6,915.12,79.0,0.79,1.99,1.98,2.01,0.023,0.02,0.03,16541.51787,16000.0,50.0,0.0
18-07-2022 08:50,10.9,10.8,10.94,38.7,39.1,39.2,0.44,0.45,0.433,969.048,969.68,972.16,79.0,0.79,1.987,1.99,1.98,0.03,0.02,0.02,18685.81306,17000.0,50.0,0.0
18-07-2022 09:00,10.9,10.84,11.0,36.0,39.1,38.4,0.433,0.45,0.45,901.44,969.68,952.32,79.0,0.79,2.0,2.01,2.01,0.02,0.014,0.02,12687.8706,16500.0,50.0,0.0
18-07-2022 09:10,10.9,10.83,10.92,39.5,39.0,38.7,0.46,0.44,0.43,989.08,967.2,959.76,79.0,0.79,1.998,1.99,1.98,0.02,0.01,0.014,12681.12522,15000.0,50.0,0.0
18-07-2022 09:20,11.0,10.82,10.96,39.1,37.5,36.9,0.44,0.43,0.44,979.064,930.0,915.12,79.0,0.79,2.06,2.0,1.99,0.014,0.01,0.01,10249.84404,15500.0,50.0,0.0
18-07-2022 09:30,10.9,11.0,10.8,39.1,38.4,39.2,0.45,0.42,0.45,979.064,952.32,972.16,79.0,0.79,1.97,2.03,2.01,0.01,0.01,0.01,9252.759162,14000.0,50.0,0.0
18-07-2022 09:40,10.923,11.153,10.84,39.0,37.8,38.4,0.45,0.433,0.46,976.56,937.44,952.32,79.0,0.79,2.01,2.03,1.99,0.01,0.03,0.01,14934.05325,13000.0,50.0,0.0
18-07-2022 09:50,10.94,11.1,10.83,37.5,36.5,38.7,0.44,0.45,0.45,939.0,905.2,959.76,79.0,0.79,1.99,2.01,2.0,0.01,0.02,0.03,11235.12787,12000.0,50.0,0.0
18-07-2022 10:00,11.0,11.156,10.82,38.4,38.0,36.0,0.43,0.43,0.44,961.536,942.4,892.8,79.0,0.79,2.0,1.98,2.03,0.03,0.01,0.02,15024.89933,13500.0,50.0,0.0
18-07-2022 10:10,10.92,11.05,11.0,37.8,37.5,39.5,0.42,0.44,0.433,946.512,930.0,979.6,79.0,0.79,2.01,2.01,2.03,0.02,0.03,0.01,17580.11124,14000.0,50.0,0.0
18-07-2022 10:20,10.96,11.19,11.153,36.5,38.3,39.1,0.433,0.45,0.46,913.96,949.84,969.68,79.0,0.79,1.99,1.98,2.01,0.01,0.02,0.03,11684.92251,15000.0,50.0,0.0
18-07-2022 10:30,10.8,11.1,11.1,38.0,38.5,39.1,0.45,0.46,0.44,951.52,954.8,969.68,79.0,0.79,1.97,1.987,1.98,0.03,0.02,0.02,18076.97275,16000.0,50.0,0.0
18-07-2022 10:40,10.84,10.95,11.156,37.5,37.6,39.0,0.43,0.45,0.45,939.0,932.48,967.2,79.0,0.79,2.0,2.01,2.01,0.02,0.04,0.02,20381.96321,17000.0,50.0,0.0
18-07-2022 10:50,10.83,10.84,11.05,38.3,38.2,37.5,0.44,0.44,0.45,959.032,947.36,930.0,79.0,0.79,1.997,1.99,1.98,0.02,0.01,0.04,12008.19972,16500.0,50.0,0.0
18-07-2022 11:00,10.82,10.86,11.19,38.5,39.2,38.4,0.45,0.45,0.44,964.04,972.16,952.32,79.0,0.79,1.98,1.987,1.987,0.04,0.02,0.01,21668.15293,15000.0,50.0,0.0
18-07-2022 11:10,11.0,10.95,11.1,37.6,36.9,37.8,0.46,0.44,0.43,941.504,915.12,937.44,79.0,0.79,2.03,2.0,2.01,0.01,0.01,0.02,8574.204655,15500.0,50.0,0.0
18-07-2022 11:20,11.153,11.0,10.95,38.2,39.2,36.5,0.45,0.43,0.42,956.528,972.16,905.2,79.0,0.79,2.01,1.998,1.99,0.02,0.013,0.01,13082.88692,14000.0,50.0,0.0
18-07-2022 11:30,11.1,11.153,10.84,39.2,38.4,38.0,0.44,0.42,0.433,981.568,952.32,942.4,79.0,0.79,1.98,2.06,1.987,0.01,0.01,0.013,9221.83707,13000.0,50.0,0.0
18-07-2022 11:40,11.156,11.1,10.86,36.9,39.2,37.5,0.45,0.42,0.45,923.976,972.16,930.0,79.0,0.79,2.01,1.97,2.0,0.013,0.02,0.01,12862.07655,12000.0,50.0,0.0
18-07-2022 11:50,11.05,11.156,10.95,39.2,36.9,38.3,0.44,0.42,0.43,981.568,915.12,949.84,79.0,0.79,1.986,2.01,1.998,0.01,0.03,0.02,14498.84733,13500.0,50.0,0.0
18-07-2022 12:00,11.19,11.05,11.0,38.4,39.2,38.5,0.43,0.46,0.44,961.536,972.16,954.8,79.0,0.79,1.985,1.99,2.06,0.02,0.01,0.03,12336.32481,14000.0,50.0,0.0
18-07-2022 12:10,11.1,11.19,11.153,39.2,38.4,37.6,0.42,0.433,0.45,981.568,952.32,932.48,79.0,0.79,2.01,2.0,1.97,0.03,0.014,0.01,16811.08597,15000.0,50.0,0.0
18-07-2022 12:20,10.95,11.1,11.1,36.9,39.5,38.2,0.42,0.46,0.46,923.976,979.6,947.36,79.0,0.79,1.99,2.01,2.01,0.01,0.03,0.014,15372.61438,16000.0,50.0,0.0
18-07-2022 12:30,10.84,10.95,11.156,39.2,39.1,39.2,0.42,0.44,0.45,981.568,969.68,972.16,79.0,0.79,2.0,1.99,1.99,0.014,0.02,0.03,13832.31223,17000.0,50.0,0.0
18-07-2022 12:40,10.86,10.84,11.05,38.4,39.1,36.9,0.46,0.45,0.44,961.536,969.68,915.12,79.0,0.79,2.03,1.97,2.0,0.03,0.024,0.02,19683.29418,16500.0,50.0,0.0
18-07-2022 12:50,10.95,10.86,11.19,39.5,39.0,39.2,0.433,0.45,0.45,989.08,967.2,972.16,79.0,0.79,2.03,2.0,2.01,0.02,0.03,0.024,18983.71529,14000.0,50.0,0.0
18-07-2022 13:00,11.0,10.95,11.1,39.1,37.5,38.4,0.46,0.44,0.44,979.064,930.0,952.32,79.0,0.79,2.01,1.997,1.99,0.024,0.01,0.03,13499.57498,15500.0,50.0,0.0
18-07-2022 13:10,11.153,10.8,10.95,39.1,38.4,39.2,0.44,0.43,0.43,979.064,952.32,972.16,79.0,0.79,1.98,1.98,1.97,0.03,0.014,0.01,16812.45061,14000.0,50.0,0.0
18-07-2022 13:20,11.1,10.85,10.84,39.0,37.8,36.9,0.45,0.42,0.42,976.56,937.44,915.12,79.0,0.79,2.01,2.03,2.0,0.01,0.03,0.014,14864.76461,13000.0,50.0,0.0
18-07-2022 13:30,11.156,10.9,10.86,37.5,36.5,39.2,0.45,0.433,0.42,939.0,905.2,972.16,79.0,0.79,2.02,2.01,1.997,0.014,0.02,0.03,12449.37239,12000.0,50.0,0.0
18-07-2022 13:40,11.05,10.99,10.95,38.4,38.0,38.4,0.44,0.45,0.42,961.536,942.4,952.32,79.0,0.79,2.02,1.98,1.98,0.03,0.024,0.02,19275.92567,13500.0,50.0,0.0
18-07-2022 13:50,11.19,10.85,10.8,37.8,37.5,39.5,0.43,0.43,0.46,946.512,930.0,979.6,79.0,0.79,2.01,2.01,2.03,0.02,0.03,0.024,17584.68271,14000.0,50.0,0.0
18-07-2022 14:00,11.1,10.9,10.85,36.5,38.3,39.1,0.42,0.44,0.433,913.96,949.84,969.68,79.0,0.79,1.99,1.986,2.01,0.024,0.01,0.03,12578.70965,15000.0,50.0,0.0
18-07-2022 14:10,10.95,11.0,10.9,38.0,38.5,39.1,0.433,0.45,0.46,951.52,954.8,969.68,79.0,0.79,1.97,1.985,1.98,0.03,0.023,0.01,18984.39536,16000.0,50.0,0.0
18-07-2022 14:20,10.84,10.9,10.99,37.5,37.6,39.0,0.45,0.46,0.44,939.0,932.48,967.2,79.0,0.79,2.0,2.01,2.01,0.01,0.03,0.023,14545.4639,17000.0,50.0,0.0
18-07-2022 14:30,10.86,10.94,10.85,38.3,38.2,37.5,0.43,0.45,0.45,959.032,947.36,930.0,79.0,0.79,2.0,1.99,1.986,0.023,0.01,0.03,12929.12149,16500.0,50.0,0.0
18-07-2022 14:40,10.95,10.91,10.9,38.5,39.2,38.4,0.44,0.44,0.45,964.04,972.16,952.32,79.0,0.79,1.99,2.0,1.985,0.03,0.02,0.01,18580.85909,15000.0,50.0,0.0
18-07-2022 14:50,10.8,11.16,11.0,37.6,36.9,37.8,0.45,0.433,0.44,941.504,915.12,937.44,79.0,0.79,1.98,2.03,2.01,0.01,0.02,0.02,11355.74014,15500.0,50.0,0.0
18-07-2022 15:00,10.85,11.0,10.9,38.2,37.6,36.5,0.46,0.46,0.43,956.528,932.48,905.2,79.0,0.79,2.01,2.03,1.99,0.02,0.04,0.02,20517.32034,14000.0,50.0,0.0
18-07-2022 15:10,10.9,10.8,10.94,39.2,38.2,38.0,0.45,0.44,0.42,981.568,947.36,942.4,79.0,0.79,1.99,2.01,2.0,0.02,0.01,0.04,12387.03549,13000.0,50.0,0.0
18-07-2022 15:20,10.99,10.85,10.91,36.9,39.2,37.5,0.44,0.45,0.433,923.976,972.16,930.0,79.0,0.81,2.0,1.98,2.03,0.04,0.02,0.01,20560.30732,12000.0,50.0,0.0
18-07-2022 15:30,10.85,10.9,11.16,37.6,36.9,38.3,0.433,0.45,0.45,941.504,915.12,949.84,79.0,0.81,2.02,2.01,2.03,0.01,0.01,0.02,8609.386255,13500.0,50.0,0.0
18-07-2022 15:40,10.9,10.99,11.0,38.2,39.2,38.5,0.46,0.44,0.43,956.528,972.16,954.8,79.0,0.81,1.98,2.02,2.01,0.02,0.013,0.01,13189.11022,14000.0,50.0,0.0
18-07-2022 15:50,11.0,10.85,10.8,39.2,38.4,37.6,0.44,0.43,0.44,981.568,952.32,932.48,79.0,0.81,2.0,2.02,1.98,0.01,0.01,0.013,9189.049817,15000.0,50.0,0.0
18-07-2022 16:00,10.9,10.9,10.85,36.9,38.3,38.2,0.45,0.42,0.45,923.976,949.84,947.36,79.0,0.81,1.99,2.01,2.01,0.013,0.03,0.01,15588.33033,16000.0,50.0,0.0
18-07-2022 16:10,10.94,11.0,10.9,39.2,38.5,39.2,0.45,0.433,0.46,981.568,954.8,972.16,79.0,0.81,2.0,1.99,2.02,0.01,0.02,0.03,12341.2511,17000.0,50.0,0.0
18-07-2022 16:20,10.91,10.9,10.99,38.4,37.6,36.9,0.44,0.45,0.45,961.536,932.48,915.12,79.0,0.81,2.03,1.97,2.02,0.03,0.01,0.02,14992.98416,16500.0,50.0,0.0
18-07-2022 16:30,11.16,10.94,10.85,38.3,38.2,37.6,0.43,0.43,0.44,959.032,947.36,932.48,79.0,0.81,2.02,2.0,2.01,0.02,0.03,0.01,18017.38561,15000.0,50.0,0.0
18-07-2022 16:40,11.0,10.91,10.9,38.5,39.2,38.2,0.42,0.44,0.433,964.04,972.16,947.36,79.0,0.81,1.98,2.0,1.99,0.01,0.02,0.03,12378.69198,15500.0,50.0,0.0
18-07-2022 16:50,10.8,11.0,11.0,37.6,36.9,39.2,0.433,0.45,0.46,941.504,915.12,972.16,79.0,0.81,1.997,1.99,1.97,0.03,0.02,0.02,17307.09746,14000.0,50.0,0.0
18-07-2022 17:00,10.85,10.9,10.9,38.2,39.2,36.9,0.45,0.46,0.44,956.528,972.16,915.12,79.0,0.81,1.99,1.98,2.0,0.02,0.02,0.02,15296.25827,13000.0,50.0,0.0
18-07-2022 17:10,10.9,10.923,10.94,39.2,38.4,39.2,0.43,0.45,0.45,981.568,952.32,972.16,79.0,0.81,2.0,2.01,2.0,0.02,0.01,0.02,12489.5058,12000.0,50.0,0.0
18-07-2022 17:20,10.99,10.94,10.91,36.9,38.7,38.4,0.44,0.44,0.45,923.976,959.76,952.32,79.0,0.81,2.03,1.99,1.99,0.02,0.03,0.01,17799.0599,13500.0,50.0,0.0
18-07-2022 17:30,10.85,11.0,11.0,39.2,36.0,38.3,0.45,0.45,0.44,981.568,892.8,949.84,79.0,0.81,2.03,2.0,1.98,0.01,0.02,0.03,11406.97026,14000.0,50.0,0.0
18-07-2022 17:40,10.9,10.92,10.9,38.4,39.5,38.5,0.46,0.44,0.43,961.536,979.6,954.8,79.0,0.81,1.986,2.02,2.01,0.03,0.01,0.02,15470.43521,15000.0,50.0,0.0
18-07-2022 17:50,11.0,10.96,10.923,38.7,39.1,37.6,0.45,0.43,0.42,969.048,969.68,932.48,79.0,0.81,1.995,1.98,1.99,0.02,0.03,0.01,18609.03405,16000.0,50.0,0.0
18-07-2022 18:00,10.9,10.8,10.94,36.0,39.1,38.2,0.44,0.42,0.433,901.44,969.68,947.36,79.0,0.81,2.01,2.0,2.0,0.01,0.02,0.03,11847.00253,17000.0,50.0,0.0
18-07-2022 18:10,10.94,10.84,11.0,39.5,39.0,39.2,0.45,0.42,0.45,989.08,967.2,972.16,79.0,0.81,2.01,1.99,2.02,0.03,0.02,0.02,19114.74756,16500.0,50.0,0.0
18-07-2022 18:20,10.91,10.83,10.92,39.1,37.5,36.9,0.44,0.42,0.43,979.064,930.0,915.12,79.0,0.81,2.03,2.0,1.98,0.02,0.01,0.02,12150.20027,15000.0,50.0,0.0
18-07-2022 18:30,11.0,10.82,10.96,39.1,38.4,39.2,0.43,0.46,0.44,979.064,952.32,972.16,79.0,0.81,2.01,2.03,2.0,0.02,0.01,0.01,12463.24222,15500.0,50.0,0.0
18-07-2022 18:40,10.9,11.14,10.8,39.0,37.8,38.4,0.42,0.433,0.45,976.56,937.44,952.32,79.0,0.81,1.98,2.02,1.99,0.01,0.02,0.01,11984.76794,14000.0,50.0,0.0
18-07-2022 18:50,10.923,11.05,10.84,37.5,36.5,38.7,0.42,0.46,0.46,939.0,905.2,959.76,79.0,0.81,2.01,1.98,2.0,0.01,0.01,0.02,8496.691033,13000.0,50.0,0.0
18-07-2022 19:00,10.94,10.93,10.83,38.4,38.7,36.0,0.42,0.44,0.45,961.536,959.76,892.8,79.0,0.81,2.02,1.997,2.03,0.02,0.013,0.01,13025.04869,12000.0,50.0,0.0
18-07-2022 19:10,11.0,10.99,10.82,37.8,36.0,39.5,0.46,0.45,0.44,946.512,892.8,979.6,79.0,0.81,1.98,1.99,2.02,0.01,0.01,0.013,8500.783687,13500.0,50.0,0.0
18-07-2022 19:20,10.92,11.195,11.14,36.5,39.5,39.1,0.433,0.45,0.45,913.96,979.6,969.68,79.0,0.81,2.01,2.0,1.98,0.013,0.02,0.01,12962.19459,14000.0,50.0,0.0
18-07-2022 19:30,10.96,10.96,11.05,38.7,39.1,39.1,0.46,0.44,0.44,969.048,969.68,969.68,79.0,0.81,1.99,2.03,1.997,0.01,0.034,0.02,16838.7837,15000.0,50.0,0.0
18-07-2022 19:40,10.8,11.0,10.93,36.0,39.1,39.0,0.44,0.43,0.43,901.44,969.68,967.2,79.0,0.81,1.97,2.03,1.99,0.02,0.023,0.034,15531.52818,16000.0,50.0,0.0
18-07-2022 19:50,10.84,10.9,10.99,39.5,39.0,37.5,0.45,0.42,0.42,989.08,967.2,930.0,79.0,0.81,2.0,1.986,2.0,0.034,0.023,0.023,21250.8449,17000.0,50.0,0.0
18-07-2022 20:00,10.83,10.923,11.195,39.1,37.5,38.4,0.45,0.433,0.42,979.064,930.0,952.32,79.0,0.81,1.97,1.995,2.03,0.023,0.02,0.023,16059.16996,16500.0,50.0,0.0
18-07-2022 20:10,10.82,10.94,10.96,39.1,38.4,37.8,0.44,0.45,0.42,979.064,952.32,937.44,79.0,0.81,1.96,2.01,2.03,0.023,0.01,0.02,13331.92876,14000.0,50.0,0.0
18-07-2022 20:20,11.14,11.0,11.0,39.0,37.8,36.5,0.43,0.43,0.46,976.56,937.44,905.2,79.0,0.81,2.01,2.01,1.986,0.02,0.03,0.01,18007.09339,15500.0,50.0,0.0
