DeviceTimeStamp,Primary_VL1,Primary_VL2,Primary_VL3,Primary_IL1,Primary_IL2,Primary_IL3,Secondary_VL1,Secondary_VL2,Secondary_VL3,Secondary_IL1,Secondary_IL2,Secondary_IL3,Oil_Temperature,Power_factor,High_Voltage_Winding_1,High_Voltage_Winding_2,High_Voltage_Winding_3,Low_Voltage_Winding_1,Low_Voltage_Winding_2,Low_Voltage_Winding_3,hv1-lv1,v2-lv2,hv3-lv3,primary_copper_loss,secondary_copper_loss,Total_copper_loss,Total_iron_loss,total_loss,efficiency
23-07-2022 12:15,11.17,10.96,10.923,39.1,39.1,36,0.44,0.45,0.45,979.064,973.59,896.4,81,0.74,2.01,2,1.97,0.024,0.01,0.03,1.98,1.99,1.947,2894.549367,10837.08616,13731.63552,15000,28731.63552,0.965330592
23-07-2022 12:30,11.12,10.8,10.94,39,39.1,39.5,0.43,0.43,0.44,976.56,973.59,983.55,81,0.74,1.98,2.01,2.01,0.03,0.023,0.01,1.97,1.987,1.98,3073.5302,16807.03358,19880.56378,15500,35380.56378,0.95764737
23-07-2022 12:45,11,10.84,11,37.5,39,39.1,0.42,0.44,0.433,939,971.1,973.59,81,0.74,1.99,2.012,1.98,0.01,0.03,0.023,1.967,1.982,1.97,2961.9111,12376.88629,15338.79739,14000,29338.79739,0.96462387
23-07-2022 13:00,10.9,10.83,10.92,38.4,37.5,39.1,0.433,0.45,0.46,961.536,933.75,973.59,81,0.74,2.01,2,2,0.023,0.01,0.03,1.98,1.99,1.98,2944.661867,10004.26078,12948.92265,13000,25948.92265,0.968582897
23-07-2022 13:15,11,10.82,10.96,37.8,38.4,39,0.45,0.46,0.44,946.512,956.16,971.1,81,0.74,1.99,2.01,2.01,0.03,0.02,0.01,1.98,1.99,1.99,2954.8224,15057.03297,18011.85537,12000,30011.85537,0.963841655
23-07-2022 13:57,10.9,11,10.8,36.5,37.8,37.5,0.43,0.45,0.45,913.96,941.22,933.75,81,0.74,2,1.99,2.012,0.01,0.02,0.02,1.98,1.97,1.972,2779.088867,8696.601861,11475.69073,13500,24975.69073,0.969725543
23-07-2022 14:00,10.923,11.153,10.84,38,36.5,38.4,0.44,0.44,0.45,951.52,908.85,956.16,81,0.74,2.03,1.97,2,0.02,0.04,0.02,2.01,1.93,1.99,2834.990833,17055.7541,19890.74494,14000,33890.74494,0.959358291
23-07-2022 14:15,10.94,11.1,10.83,37.5,38,37.8,0.45,0.45,0.44,939,946.2,941.22,81,0.74,2.03,2,2.01,0.02,0.01,0.04,1.99,1.99,1.99,2871.551967,8875.0044,11746.55637,15000,26746.55637,0.967648421
23-07-2022 14:30,11,11.156,10.82,38.3,37.5,36.5,0.46,0.44,0.43,959.032,933.75,908.85,81,0.74,2.01,1.97,1.99,0.04,0.02,0.01,2,1.95,1.98,2789.979633,18078.85494,20868.83458,16000,36868.83458,0.955944309
23-07-2022 14:37,10.92,11.05,11,38.5,38.3,38,0.45,0.43,0.42,964.04,953.67,946.2,81,0.74,1.98,1.98,1.97,0.01,0.01,0.02,1.96,1.97,1.957,2894.659067,6135.839968,9030.499035,17000,26030.49904,0.968487242
23-07-2022 14:45,10.96,11.19,11.153,37.6,38.5,37.5,0.44,0.42,0.433,941.504,958.65,933.75,81,0.74,2.01,2.03,2,0.02,0.013,0.01,2,2.017,1.99,2887.708367,9895.020278,12782.72864,16500,29282.72864,0.964689089
23-07-2022 15:00,10.8,11.1,11.1,38.2,37.6,38.3,0.45,0.42,0.45,956.528,936.24,953.67,81,0.74,1.98,2.01,1.97,0.01,0.01,0.013,1.967,2,1.94,2873.575367,5975.769745,8849.345111,15000,23849.34511,0.971051327
23-07-2022 15:15,10.84,10.95,11.156,39.2,38.2,38.5,0.44,0.42,0.43,981.568,951.18,958.65,81,0.74,1.987,1.98,1.98,0.013,0.03,0.01,1.977,1.95,1.96,2959.151293,13225.69096,16184.84225,15500,31684.84225,0.961902826
23-07-2022 15:30,10.83,10.84,11.05,36.9,39.2,37.6,0.43,0.46,0.44,923.976,976.08,936.24,81,0.74,2.01,2.01,2.03,0.01,0.02,0.03,1.98,1.99,2.02,2898.471767,9206.682338,12105.1541,14000,26105.1541,0.96839972
23-07-2022 15:45,10.82,10.86,11.19,39.2,36.9,38.2,0.42,0.433,0.45,981.568,918.81,951.18,81,0.74,1.99,1.98,2.01,0.03,0.01,0.02,1.97,1.97,1.98,2895.657933,12455.13797,15350.79591,13000,28350.79591,0.965774409
23-07-2022 16:00,11,10.95,11.1,38.4,39.2,39.2,0.42,0.46,0.46,961.536,976.08,976.08,81,0.74,1.987,1.99,1.98,0.02,0.03,0.01,1.977,1.96,1.96,3010.137173,15694.25179,18704.38897,12000,30704.38897,0.963038128
23-07-2022 16:15,11.153,11,10.95,38.7,38.4,36.9,0.42,0.44,0.45,969.048,956.16,918.81,81,0.74,2,2.01,2.01,0.01,0.02,0.03,1.97,1.99,1.99,2898.6939,9234.314492,12133.00839,13500,25633.00839,0.968953508
23-07-2022 16:30,11.1,11.153,10.84,36,38.7,39.2,0.46,0.45,0.44,901.44,963.63,976.08,81,0.74,2,1.99,1.98,0.03,0.02,0.02,1.98,1.97,1.96,2871.6501,14322.99978,17194.64988,14000,31194.64988,0.962470103
23-07-2022 16:45,11.156,11.1,10.86,39.5,36,38.4,0.433,0.45,0.45,989.08,896.4,956.16,81,0.74,2.04,2,1.99,0.02,0.02,0.02,2.02,1.98,1.98,2903.0948,11885.12244,14788.21724,15000,29788.21724,0.964101422
23-07-2022 17:00,11.05,11.156,10.95,39.1,39.5,38.7,0.46,0.44,0.44,979.064,983.55,963.63,81,0.74,1.97,2.03,2.01,0.02,0.01,0.02,1.95,2.02,1.98,3063.140033,9621.434982,12684.57502,16000,28684.57502,0.965385412
23-07-2022 17:15,11.19,11.05,11,39.1,39.1,36,0.44,0.43,0.43,979.064,973.59,896.4,81,0.74,2.01,2.03,1.99,0.02,0.03,0.01,2,2,1.97,2918.477467,15872.20499,18790.68245,17000,35790.68245,0.957177457
23-07-2022 17:30,11.1,11.19,11.153,39,39.1,39.5,0.45,0.42,0.42,976.56,973.59,983.55,81,0.74,1.99,2.01,2,0.01,0.02,0.03,1.96,1.99,1.99,3073.399367,9507.916866,12581.31623,16500,29081.31623,0.964923445
23-07-2022 17:45,10.95,11.1,11.1,37.5,39,39.1,0.45,0.433,0.42,939,971.1,973.59,81,0.74,2,1.98,2.03,0.03,0.01,0.02,1.98,1.97,2,2975.854767,11967.1513,14943.00607,15000,29943.00607,0.963921612
23-07-2022 18:00,10.84,10.95,11.156,38.4,37.5,39.1,0.44,0.45,0.42,961.536,933.75,973.59,81,0.74,2.01,2.01,2.03,0.02,0.03,0.01,2,1.98,2.01,2964.637467,14885.81245,17850.44992,15500,33350.44992,0.959980282
23-07-2022 18:15,10.86,10.84,11.05,37.8,38.4,39,0.43,0.43,0.46,946.512,956.16,971.1,81,0.74,1.99,1.98,2.01,0.01,0.02,0.03,1.96,1.96,1.99,2940.0768,9090.940524,12031.01732,14000,26031.01732,0.968486635
23-07-2022 18:30,10.95,10.86,11.19,36.5,37.8,37.5,0.42,0.44,0.433,913.96,941.22,933.75,81,0.74,1.97,1.987,1.98,0.03,0.02,0.02,1.95,1.967,1.97,2749.337527,14265.42107,17014.7586,13000,30014.7586,0.963838283
23-07-2022 18:47,11,10.95,11.1,38,36.5,38.4,0.433,0.45,0.46,951.52,908.85,956.16,81,0.74,2,2.01,2.01,0.02,0.01,0.02,1.98,2,2,2843.229367,8795.670878,11638.90024,12000,23638.90024,0.971299437
23-07-2022 19:03,11.153,10.8,10.95,37.5,38,37.8,0.45,0.46,0.44,939,946.2,941.22,81,0.74,1.97,1.99,1.98,0.02,0.01,0.01,1.96,1.98,1.96,2824.325233,8865.5922,11689.91743,13500,25189.91743,0.969473794
23-07-2022 19:17,11.1,10.85,10.84,38.3,37.5,36.5,0.43,0.45,0.45,959.032,933.75,908.85,81,0.74,1.986,1.987,1.987,0.01,0.02,0.01,1.976,1.967,1.977,2784.881013,8881.431173,11666.31219,14000,25666.31219,0.968914425
23-07-2022 19:31,11.156,10.9,10.86,38.5,38.3,38,0.44,0.44,0.45,964.04,953.67,946.2,81,0.74,2.03,2,2.01,0.01,0.01,0.02,2.01,1.99,1.997,2948.395833,6135.839968,9084.235802,15000,24084.2358,0.970774546
23-07-2022 19:48,11.05,10.99,10.95,37.6,38.5,37.5,0.45,0.433,0.44,941.504,958.65,933.75,81,0.74,2.01,2,1.99,0.02,0.013,0.01,2,1.987,1.98,2868.198367,9895.020278,12763.21864,16000,28763.21864,0.965293804
23-07-2022 20:00,11.19,10.85,10.8,38.2,37.6,38.3,0.46,0.46,0.43,956.528,936.24,953.67,81,0.74,2,2.04,1.987,0.01,0.01,0.013,1.987,2.03,1.967,2905.75361,5975.769745,8881.523355,17000,25881.52335,0.968661942
23-07-2022 20:15,11.1,10.9,10.85,39.2,38.2,38.5,0.45,0.44,0.42,981.568,951.18,958.65,81,0.74,2.01,1.97,2,0.013,0.02,0.01,2,1.95,1.966,2975.949733,10209.87965,13185.82938,16500,29685.82938,0.964220397
23-07-2022 20:30,10.95,11,10.9,36.9,39.2,37.6,0.44,0.45,0.433,923.976,976.08,936.24,81,0.74,1.96,2.01,2,0.01,0.034,0.02,1.94,1.976,1.977,2861.640667,13649.64498,16511.28565,14000,30511.28565,0.963262046
23-07-2022 20:45,10.84,10.9,10.99,39.2,36.9,38.2,0.433,0.45,0.45,981.568,918.81,951.18,81,0.74,2.02,1.99,2.04,0.02,0.023,0.034,1.986,1.967,2.017,2930.155433,12906.24222,15836.39765,15500,31336.39765,0.962305996
23-07-2022 21:00,10.86,10.94,10.85,38.4,39.2,39.2,0.46,0.44,0.43,961.536,976.08,976.08,81,0.74,2.01,2,1.97,0.034,0.023,0.023,1.987,1.977,1.95,3021.442133,17790.01332,20811.45545,14000,34811.45545,0.958300218
23-07-2022 21:15,10.95,10.91,10.9,39.2,38.4,36.9,0.44,0.43,0.44,981.568,956.16,918.81,81,0.74,1.99,2.01,2.01,0.023,0.02,0.023,1.967,1.99,2,2919.538433,13488.63784,16408.17628,13000,29408.17628,0.96454318
23-07-2022 21:30,10.8,11.16,11,36.9,39.2,39.2,0.45,0.42,0.45,923.976,976.08,976.08,81,0.74,2,1.99,1.99,0.023,0.01,0.02,1.98,1.98,1.96,2946.349067,9727.55706,12673.90613,12000,24673.90613,0.970080409
23-07-2022 21:45,10.85,11,10.9,39.2,36.9,38.4,0.45,0.433,0.46,981.568,918.81,956.16,81,0.74,2.03,1.97,2,0.02,0.03,0.01,2.02,1.94,1.98,2916.956967,14868.47695,17785.43392,13500,31285.43392,0.962364992
23-07-2022 22:00,10.9,10.8,10.94,38.4,39.2,39.2,0.44,0.45,0.45,961.536,976.08,976.08,81,0.74,2.03,2,2.01,0.01,0.02,0.03,2,1.98,2,3051.761067,9443.14684,12494.90791,14000,26494.90791,0.967943048
23-07-2022 22:15,10.99,10.85,10.91,39.5,38.4,36.9,0.43,0.43,0.44,989.08,956.16,918.81,81,0.74,2.01,1.97,1.99,0.03,0.01,0.02,1.99,1.96,1.96,2916.8632,12836.39102,15753.25422,15000,30753.25422,0.962981482
23-07-2022 22:30,10.85,10.9,11.16,39.1,39.5,39.2,0.42,0.44,0.433,979.064,983.55,976.08,81,0.74,1.98,1.986,1.97,0.02,0.03,0.01,1.97,1.956,1.95,3050.960367,16067.40173,19118.3621,16000,35118.3621,0.957948042
23-07-2022 22:45,10.9,10.99,11,39.1,39.1,38.4,0.433,0.45,0.46,979.064,973.59,956.16,81,0.74,2.01,2.03,2,0.01,0.02,0.03,1.98,2.01,1.98,3041.837467,9523.965908,12565.80337,17000,29565.80337,0.964359906
23-07-2022 23:00,11,10.85,10.8,39,39.1,39.5,0.45,0.46,0.44,976.56,973.59,983.55,81,0.74,1.98,2.01,1.97,0.03,0.02,0.02,1.96,1.99,1.93,3052.726867,15862.43459,18915.16146,16500,35415.16146,0.95760771
23-07-2022 23:15,10.9,10.9,10.85,37.5,39,39.1,0.43,0.45,0.45,939,971.1,973.59,81,0.74,2,2,1.986,0.02,0.04,0.02,1.98,1.96,1.976,2963.57222,18458.4334,21422.00562,15000,36422.00562,0.956454989
23-07-2022 23:30,10.94,11,10.9,38.4,37.5,39.1,0.44,0.44,0.45,961.536,933.75,973.59,81,0.74,2.01,2.01,2.03,0.02,0.01,0.04,1.97,2,2.01,2964.637467,9082.954604,12047.59207,15500,27547.59207,0.966711773
23-07-2022 23:45,10.91,10.9,10.99,37.8,38.4,39,0.45,0.45,0.44,946.512,956.16,971.1,81,0.74,1.99,1.96,2.01,0.04,0.02,0.01,1.98,1.94,2,2930.2464,18043.31619,20973.56259,14000,34973.56259,0.958114168
24-07-2022 00:00,11.16,10.94,10.85,36.5,37.8,37.5,0.46,0.44,0.43,913.96,941.22,933.75,81,0.74,2.01,2.02,2,0.01,0.01,0.02,1.99,2.01,1.987,2792.1931,5743.618233,8535.811333,13000,21535.81133,0.973785913
24-07-2022 00:15,11,10.91,10.9,38,36.5,38.4,0.45,0.43,0.42,951.52,908.85,956.16,81,0.74,2,2.01,2.01,0.02,0.013,0.01,1.99,1.997,2,2843.229367,9618.492,12461.72137,12000,24461.72137,0.97033007
24-07-2022 00:30,10.8,11,11,37.5,38,37.8,0.44,0.42,0.433,939,946.2,941.22,81,0.74,1.97,1.99,1.96,0.01,0.01,0.013,1.957,1.98,1.94,2814.799633,5927.46342,8742.263053,13500,22242.26305,0.972949258
24-07-2022 00:45,10.85,10.9,10.9,38.3,37.5,36.5,0.45,0.42,0.45,959.032,933.75,908.85,81,0.74,2.03,2,2.02,0.013,0.02,0.01,2.02,1.98,1.99,2827.1439,9801.17355,12628.31745,14000,26628.31745,0.967786831
24-07-2022 01:00,10.9,10.923,10.94,38.5,38.3,38,0.44,0.42,0.43,964.04,953.67,946.2,81,0.74,2,2.03,2.01,0.01,0.03,0.02,1.98,2,2,2948.242233,12199.08309,15147.32533,15000,30147.32533,0.963684367
24-07-2022 01:15,10.99,10.94,10.91,37.6,38.5,37.5,0.43,0.46,0.44,941.504,958.65,933.75,81,0.74,2.01,2.03,1.99,0.02,0.01,0.03,1.98,2.02,1.976,2883.020867,8982.235455,11865.25632,16000,27865.25632,0.966340831
24-07-2022 01:30,10.85,11,11,38.2,37.6,38.3,0.42,0.433,0.45,956.528,936.24,953.67,81,0.74,1.99,2.01,2,0.03,0.014,0.01,1.98,1.996,1.97,2893.1084,13243.18196,16136.29036,17000,33136.29036,0.960227047
24-07-2022 01:45,10.9,10.92,10.9,39.2,38.2,38.5,0.42,0.46,0.46,981.568,951.18,958.65,81,0.74,2,1.98,2.03,0.01,0.03,0.014,1.986,1.95,2.01,2990.514233,12263.49342,15254.00765,16500,31754.00765,0.961822838
24-07-2022 02:00,11,10.96,10.923,36.9,39.2,37.6,0.42,0.44,0.45,923.976,976.08,936.24,81,0.74,2.02,2.01,2.03,0.014,0.02,0.03,1.99,1.99,2.006,2903.010467,10344.9912,13248.00167,15000,28248.00167,0.965894271
24-07-2022 02:15,10.9,10.8,10.94,37.6,36.9,38.2,0.46,0.45,0.44,941.504,918.81,951.18,81,0.74,2.01,1.98,2.01,0.03,0.024,0.02,1.99,1.956,1.98,2823.5726,15624.33355,18447.90615,15500,33947.90615,0.959292534
24-07-2022 02:30,10.94,10.84,11,38.2,37.6,39.2,0.433,0.45,0.45,956.528,936.24,976.08,81,0.74,2,2,1.98,0.02,0.03,0.024,1.976,1.97,1.97,2929.515733,14872.90078,17802.41651,14000,31802.41651,0.961766862
24-07-2022 02:45,10.91,10.83,10.92,39.2,38.2,36.9,0.46,0.44,0.44,981.568,951.18,918.81,81,0.74,1.99,2.01,2.01,0.024,0.01,0.03,1.96,2,1.996,2909.274033,10732.80532,13642.07935,13000,26642.07935,0.96777072
24-07-2022 03:00,11,10.82,10.96,36.9,39.2,37.6,0.44,0.43,0.43,923.976,976.08,936.24,81,0.74,2,1.99,1.98,0.03,0.014,0.01,1.99,1.976,1.95,2860.126133,12986.52073,15846.64686,12000,27846.64686,0.966362554
24-07-2022 03:15,10.9,11.14,10.8,39.2,36.9,38.2,0.45,0.42,0.42,981.568,918.81,951.18,81,0.74,2.03,2.01,2,0.01,0.03,0.014,2.016,1.98,1.98,2924.898433,11658.1428,14583.04123,13500,28083.04123,0.966086685
24-07-2022 03:30,10.923,11.05,10.84,38.4,39.2,39.2,0.45,0.433,0.42,961.536,976.08,976.08,81,0.74,2.02,2,2.01,0.014,0.02,0.03,1.99,1.98,1.986,3046.845867,10675.88215,13722.72801,14000,27722.72801,0.966507229
24-07-2022 03:45,10.94,10.93,10.83,38.3,38.4,36.9,0.44,0.45,0.42,959.032,956.16,918.81,81,0.74,1.98,1.97,1.99,0.03,0.024,0.02,1.96,1.946,1.96,2839.6431,16517.48474,19357.12784,15000,34357.12784,0.958822036
24-07-2022 04:00,11,10.99,10.82,38.5,38.3,39.2,0.43,0.43,0.46,964.04,953.67,976.08,81,0.74,1.97,2.03,2.01,0.02,0.03,0.024,1.946,2,2,2995.488533,15298.49414,18293.98267,16000,34293.98267,0.958894606
24-07-2022 04:15,10.92,11.195,11.14,37.6,38.5,38.4,0.42,0.44,0.433,941.504,958.65,956.16,81,0.74,1.99,2,2,0.024,0.01,0.03,1.96,1.99,1.977,2909.0008,10164.36593,13073.36673,17000,30073.36673,0.963770231
24-07-2022 04:30,10.96,10.96,11.05,38.2,37.6,38.3,0.433,0.45,0.46,956.528,936.24,953.67,81,0.74,2,2.01,1.97,0.03,0.023,0.01,1.99,1.987,1.94,2883.303633,15872.81797,18756.1216,16500,35256.1216,0.957790047
24-07-2022 04:45,10.8,11,10.93,39.2,38.2,38.5,0.45,0.46,0.44,981.568,951.18,958.65,81,0.74,2.03,1.99,2.03,0.01,0.03,0.023,2.007,1.96,2.02,3010.744767,12266.36937,15277.11414,15000,30277.11414,0.963533724
24-07-2022 05:00,10.84,10.9,10.99,36.9,39.2,37.6,0.43,0.45,0.45,923.976,976.08,936.24,81,0.74,2.03,2,2,0.023,0.01,0.03,2,1.99,1.98,2888.289433,9730.41226,12618.70169,15500,28118.70169,0.966045083
24-07-2022 05:15,10.83,10.923,11.195,39.2,36.9,38.2,0.44,0.44,0.45,981.568,918.81,951.18,81,0.74,1.96,2.02,2.01,0.03,0.02,0.01,1.95,2,1.99,2898.446333,15266.00676,18164.45309,14000,32164.45309,0.961348441
24-07-2022 05:30,10.82,10.94,10.96,38.4,39.2,39.2,0.45,0.433,0.44,961.536,976.08,976.08,81,0.74,2,2.01,1.99,0.01,0.02,0.02,1.98,1.99,1.95,3031.893333,9439.89324,12471.78657,13000,25471.78657,0.969142753
24-07-2022 05:45,11.14,11,11,38.7,38.4,36.9,0.46,0.46,0.43,969.048,956.16,918.81,81,0.74,2.01,2,2,0.02,0.04,0.02,1.99,1.96,1.99,2894.2323,18456.37818,21350.61048,12000,33350.61048,0.959980097
24-07-2022 06:00,11.05,10.92,10.9,36,38.7,39.2,0.45,0.44,0.42,901.44,963.63,976.08,81,0.74,2.01,1.99,2.02,0.02,0.01,0.04,1.97,1.98,2,2896.458633,8525.584147,11422.04278,13500,24922.04278,0.969788609
24-07-2022 06:15,10.93,10.96,10.923,39.5,36,38.4,0.44,0.45,0.433,989.08,896.4,956.16,81,0.74,2.03,2,2.01,0.04,0.02,0.01,2.02,1.98,2,2907.724367,18403.79689,21311.52125,14000,35311.52125,0.957726524
24-07-2022 06:30,10.99,10.8,10.94,39.1,39.5,38.7,0.433,0.45,0.45,979.064,983.55,963.63,81,0.74,2.01,2.03,2,0.01,0.01,0.02,1.99,2.02,1.987,3078.531867,6426.213929,9504.745795,15000,24504.7458,0.970279436
24-07-2022 06:45,11.195,10.84,11,39.1,39.1,36,0.46,0.44,0.43,979.064,973.59,896.4,81,0.74,1.98,2.02,1.99,0.02,0.013,0.01,1.97,2.007,1.98,2898.093333,10500.89922,13398.99256,16000,29398.99256,0.96455386
24-07-2022 07:00,10.96,10.83,10.92,39,39.1,39.5,0.44,0.43,0.44,976.56,973.59,983.55,81,0.74,2.01,1.98,2,0.01,0.01,0.013,1.997,1.97,1.97,3068.251267,6342.751789,9411.003056,17000,26411.00306,0.968041322
24-07-2022 07:15,11,10.82,10.96,37.5,39,39.1,0.45,0.42,0.45,939,971.1,973.59,81,0.74,1.987,1.97,2.03,0.013,0.03,0.01,1.977,1.94,2.01,2964.691017,13254.3884,16219.07942,16500,32719.07942,0.960708142
24-07-2022 07:30,10.9,11,10.8,38.4,37.5,39.1,0.45,0.433,0.46,961.536,933.75,973.59,81,0.74,2,1.99,2.02,0.01,0.02,0.03,1.97,1.97,2.01,2945.251233,8904.167914,11849.41915,14000,25849.41915,0.968699598
24-07-2022 07:45,10.923,11.153,10.84,37.8,38.4,39,0.44,0.45,0.45,946.512,956.16,971.1,81,0.74,2.01,2,1.98,0.03,0.01,0.02,1.99,1.99,1.95,2944.2228,12012.79681,14957.01961,15500,30457.01961,0.96332499
24-07-2022 08:00,10.94,11.1,10.83,36.5,37.8,37.5,0.43,0.43,0.44,913.96,941.22,933.75,81,0.74,1.99,2.03,1.97,0.02,0.03,0.01,1.98,2,1.95,2774.011733,14430.88259,17204.89433,14000,31204.89433,0.96245824
24-07-2022 08:15,11,11.156,10.82,38.7,36.5,38.4,0.42,0.44,0.433,969.048,908.85,956.16,81,0.74,1.97,2.03,1.99,0.01,0.02,0.03,1.94,2.01,1.97,2863.097067,8646.463838,11509.5609,13000,24509.5609,0.97027377
24-07-2022 08:30,10.92,11.05,11,36,38.7,37.8,0.433,0.45,0.46,901.44,963.63,941.22,81,0.74,2,1.96,2,0.03,0.02,0.02,1.98,1.94,1.98,2795.0508,14322.76738,17117.81818,12000,29117.81818,0.964880964
24-07-2022 08:45,10.96,11.2,11.153,39.5,36,36.5,0.45,0.46,0.44,989.08,896.4,908.85,81,0.74,1.97,2.02,2.03,0.02,0.02,0.02,1.95,2,2.02,2798.693333,11884.80704,14683.50038,13500,28183.50038,0.965969498
24-07-2022 09:00,10.8,11,11.1,39.1,39.5,38.7,0.43,0.45,0.45,979.064,983.55,963.63,81,0.74,2.01,2.01,2.03,0.02,0.01,0.02,1.99,2,2,3083.1071,9621.434982,12704.54208,14000,26704.54208,0.967697598
24-07-2022 09:15,10.84,10.95,11.156,39.1,39.1,36,0.44,0.44,0.45,979.064,973.59,896.4,81,0.74,1.97,2.01,1.96,0.02,0.03,0.01,1.96,1.98,1.94,2874.941267,15872.20499,18747.14625,15000,33747.14625,0.959523524
24-07-2022 09:30,10.83,10.89,11.05,39,39.1,39.5,0.45,0.45,0.44,976.56,973.59,983.55,81,0.74,1.97,2.03,1.95,0.01,0.02,0.03,1.94,2.01,1.94,3047.447267,9507.916866,12555.36413,16000,28555.36413,0.965535961
24-07-2022 09:45,10.82,11.03,11.2,37.5,39,39.1,0.46,0.44,0.43,939,971.1,973.59,81,0.74,2,2.01,2.01,0.03,0.01,0.02,1.98,2,1.98,2980.8727,11967.1513,14948.024,17000,31948.024,0.961598534
24-07-2022 10:00,11,11.01,11,38.4,37.5,39.1,0.45,0.43,0.42,961.536,933.75,973.59,81,0.74,2.01,1.98,2.01,0.02,0.03,0.01,2,1.95,1.99,2940.3829,14885.81245,17826.19535,16500,34326.19535,0.958857584
24-07-2022 10:15,11.153,10.9,10.95,37.8,38.4,39,0.44,0.42,0.433,946.512,956.16,971.1,81,0.74,1.99,2.01,2.03,0.01,0.02,0.03,1.96,1.99,2.01,2964.9624,9090.940524,12055.90292,15000,27055.90292,0.967286488
24-07-2022 10:30,11.1,11.02,10.89,36.5,37.8,37.5,0.45,0.42,0.45,913.96,941.22,933.75,81,0.74,1.97,1.987,2.01,0.03,0.02,0.02,1.95,1.967,2,2763.400027,14265.42107,17028.8211,15500,32528.8211,0.960927694
24-07-2022 10:45,11.156,11.17,11.03,38,36.5,38.4,0.44,0.42,0.43,951.52,908.85,956.16,81,0.74,2,2,1.98,0.02,0.01,0.02,1.98,1.99,1.97,2824.042933,8795.670878,11619.71381,14000,25619.71381,0.968969111
24-07-2022 11:00,11.05,11.12,11.01,37.5,38,37.8,0.43,0.46,0.44,939,946.2,941.22,81,0.74,1.97,2.01,2.01,0.02,0.01,0.01,1.96,2,1.99,2848.2403,8865.5922,11713.8325,13000,24713.8325,0.970033445
24-07-2022 11:18,11.2,11,10.9,38.3,37.5,36.5,0.42,0.433,0.45,959.032,933.75,908.85,81,0.74,1.96,1.99,1.987,0.01,0.02,0.01,1.95,1.97,1.977,2773.574217,8881.431173,11655.00539,12000,23655.00539,0.971280445
24-07-2022 11:42,11,11.153,11.02,38.5,38.3,38,0.42,0.46,0.46,964.04,953.67,946.2,81,0.74,2.03,1.97,2,0.01,0.01,0.02,2.01,1.96,1.987,2928.9136,6135.839968,9064.753568,13500,22564.75357,0.972567809
24-07-2022 11:54,10.95,11.1,11.17,37.6,38.5,37.5,0.42,0.44,0.45,941.504,958.65,933.75,81,0.74,2.01,2,2.01,0.02,0.013,0.01,2,1.987,2,2877.573367,9895.020278,12772.59364,14000,26772.59364,0.967617947
24-07-2022 11:56,10.89,11.156,11.12,38.2,37.6,38.3,0.46,0.45,0.44,956.528,936.24,953.67,81,0.74,1.98,1.97,1.99,0.01,0.01,0.013,1.967,1.96,1.97,2864.5045,5975.769745,8840.274245,15000,23840.27424,0.971062019
24-07-2022 12:00,11.03,11.05,11,39.2,38.2,38.5,0.433,0.45,0.45,981.568,951.18,958.65,81,0.74,2.01,2.01,2.01,0.013,0.02,0.01,2,1.99,1.976,3000.3471,10209.87965,13210.22675,16000,29210.22675,0.964773436
24-07-2022 12:15,11.01,11.19,11.153,36.9,39.2,37.6,0.46,0.44,0.44,923.976,976.08,936.24,81,0.74,1.99,1.97,2,0.01,0.034,0.02,1.97,1.936,1.977,2854.768233,13649.64498,16504.41321,17000,33504.41321,0.959802956
24-07-2022 12:30,10.9,11.1,11.1,39.2,36.9,38.2,0.44,0.43,0.43,981.568,918.81,951.18,81,0.74,1.99,1.97,1.97,0.02,0.023,0.034,1.956,1.947,1.947,2871.6627,12906.24222,15777.90492,16500,32277.90492,0.961217395
24-07-2022 12:45,11.02,10.95,11.156,38.4,39.2,39.2,0.45,0.42,0.42,961.536,976.08,976.08,81,0.74,2.01,2,2.01,0.034,0.023,0.023,1.987,1.977,1.99,3041.930667,17790.01332,20831.94399,15000,35831.94399,0.957130205
24-07-2022 13:02,11.17,10.84,11.05,38.2,38.4,36.9,0.45,0.433,0.42,956.528,956.16,918.81,81,0.74,1.99,2.01,1.97,0.023,0.02,0.023,1.967,1.99,1.96,2850.041633,13116.57509,15966.61673,15500,31466.61673,0.962155285
24-07-2022 13:17,11.12,10.86,11.19,39.2,38.2,39.2,0.44,0.45,0.42,981.568,951.18,976.08,81,0.74,2,1.99,1.97,0.023,0.01,0.02,1.98,1.98,1.94,3001.449467,10408.96584,13410.4153,14000,27410.4153,0.966872045
24-07-2022 13:33,11,10.95,11.1,36.9,39.2,38.4,0.43,0.43,0.46,923.976,976.08,956.16,81,0.74,2.03,1.97,2,0.02,0.03,0.01,2.02,1.94,1.98,2913.456367,15222.05319,18135.50955,13000,31135.50955,0.962538588
24-07-2022 13:41,11.153,10.8,10.95,39.2,36.9,38.2,0.42,0.44,0.433,981.568,918.81,951.18,81,0.74,2.03,2,2.01,0.01,0.02,0.03,2,1.98,2,2925.223867,8849.176369,11774.40024,12000,23774.40024,0.971139671
24-07-2022 13:45,11.1,10.85,10.84,38.4,39.2,39.2,0.433,0.45,0.46,961.536,976.08,976.08,81,0.74,2.01,1.97,1.99,0.03,0.01,0.02,1.99,1.96,1.96,3016.32,12427.79588,15444.11588,13500,28944.11588,0.965083152
